length,entropy,has_uppercase,has_lowercase,has_digit,has_special,uppercase_count,lowercase_count,digit_count,special_count,char_diversity,has_leet_speak,has_common_pattern,sequential_chars,repeated_chars,keyboard_patterns,password,label
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
7,2.5216,1,1,1,0,1,5,1,0,0.8571428571428571,1,0,0,0,0,Secure1,Weak
10,2.7219,1,1,1,0,1,5,4,0,0.7,1,0,0,2,0,Access2024,Medium
8,2.75,1,1,1,1,1,4,2,1,0.875,1,0,0,1,0,Login@99,Medium
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,0,0,1,0,Pass1word,Medium
9,3.1699,1,1,1,0,1,5,3,0,1.0,1,1,1,0,0,System123,Weak
9,2.9477,1,1,1,0,1,7,1,0,0.8888888888888888,1,1,0,1,0,Password1,Weak
10,3.1219,1,1,1,0,1,6,3,0,0.9,1,1,1,0,0,Welcome123,Weak
9,2.7255,1,1,1,0,1,4,4,0,0.7777777777777778,1,0,0,1,0,Hello2024,Medium
9,3.1699,1,1,1,1,1,4,3,1,1.0,1,1,1,0,0,Admin@123,Weak
8,3.0,1,1,1,0,1,3,4,0,1.0,1,1,2,0,0,User1234,Weak
8,3.0,1,1,1,1,1,3,3,1,1.0,1,1,1,0,0,Test@123,Weak
9,2.9477,1,1,1,0,2,4,3,0,0.8888888888888888,1,1,1,1,0,MyPass123,Weak
